C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90
2017-02-04T00:00:00.000Z,-18.14387321472168,-7.097208023071289,-14.08078945215149,1.2856076925425926,97022,73609,-14.188621520996094,-15.617300033569336,-12.408912658691406
2017-02-16T00:00:00.000Z,-17.54623794555664,-8.544073104858398,-13.280586203165065,1.2074148578938284,97022,73609,-13.328901290893555,-14.7985200881958,-11.75247859954834
2017-02-22T00:00:00.000Z,-17.448518753051758,-7.075974464416504,-13.513825039706147,1.0850574513215498,97022,73609,-13.513833999633789,-14.888542175292969,-12.209358215332031
2017-02-28T00:00:00.000Z,-18.42894744873047,-8.310941696166992,-14.028956073273351,1.180626840796983,97022,73609,-14.014841079711914,-15.525469779968262,-12.598272323608398
2017-03-06T00:00:00.000Z,-17.69994354248047,-7.484015464782715,-13.731439240030866,1.1574023326429677,97022,73609,-13.722721099853516,-15.207979202270508,-12.342792510986328
2017-03-12T00:00:00.000Z,-17.69930648803711,-8.502650260925293,-14.082945794871335,1.1136937311455894,97022,73609,-14.090780258178711,-15.48520565032959,-12.744357109069824
2017-03-18T00:00:00.000Z,-18.21697998046875,-6.685102939605713,-13.842621423817972,1.1676010010077618,97022,73609,-13.855315208435059,-15.317451477050781,-12.443460464477539
2017-03-24T00:00:00.000Z,-17.846942901611328,-8.201239585876465,-14.216497481508288,1.1302406153660276,97022,73609,-14.23732852935791,-15.640212059020996,-12.879992485046387
2017-03-30T00:00:00.000Z,-18.09929656982422,-6.136595726013184,-13.786068609603682,1.192038613892456,97022,73609,-13.787856101989746,-15.29028606414795,-12.324261665344238
2017-04-05T00:00:00.000Z,-17.471586227416992,-7.749665260314941,-13.805543191968756,1.1295423327436576,97022,73609,-13.825414657592773,-15.231513023376465,-12.45549488067627
2017-04-11T00:00:00.000Z,-18.638832092285156,-5.049372673034668,-13.945301582541097,1.2013824231450354,97022,73609,-13.948062896728516,-15.463624000549316,-12.500133514404297
