C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90
2018-12-12T00:00:00.000Z,-20.455289840698242,-8.167379379272461,-14.683893272166252,1.3917664830885847,97022,73609,-14.657570838928223,-16.36347198486328,-13.126742362976074
2018-12-24T00:00:00.000Z,-17.395750045776367,-6.685460567474365,-12.982591583305904,1.4470914742988863,97022,73609,-13.066096305847168,-14.765143394470215,-11.063727378845215
2018-12-30T00:00:00.000Z,-18.0290470123291,-7.023472785949707,-13.544560571963855,1.2346714753384072,97022,73609,-13.613542556762695,-15.032000541687012,-11.995808601379395
2019-01-05T00:00:00.000Z,-17.311622619628906,-6.8124847412109375,-13.548368229990563,1.2246368495055058,97022,73609,-13.614068984985352,-15.01785659790039,-11.981673240661621
2019-01-11T00:00:00.000Z,-17.87137222290039,-7.337601661682129,-13.534121007079797,1.2034346997194585,97022,73609,-13.573427200317383,-15.014123916625977,-12.040901184082031
2019-01-17T00:00:00.000Z,-17.686613082885742,-7.3671088218688965,-13.448303935600437,1.2263356539724404,97022,73609,-13.462630271911621,-14.989941596984863,-11.929544448852539
2019-01-23T00:00:00.000Z,-17.61090660095215,-7.021658420562744,-13.405082793633595,1.1757745966948194,97022,73609,-13.431964874267578,-14.85444450378418,-11.95790958404541
2019-01-29T00:00:00.000Z,-18.655508041381836,-6.877181529998779,-13.575842150363687,1.2006541946563607,97022,73609,-13.595038414001465,-15.073906898498535,-12.111583709716797
2019-02-04T00:00:00.000Z,-18.288190841674805,-7.635847568511963,-13.765544061184626,1.1921884507459675,97022,73609,-13.78785514831543,-15.245885848999023,-12.27677059173584
2019-02-10T00:00:00.000Z,-18.23768424987793,-7.367343902587891,-13.645044109005028,1.218057434416893,97022,73609,-13.667350769042969,-15.176090240478516,-12.120169639587402
2019-02-16T00:00:00.000Z,-18.719226837158203,-7.6309895515441895,-13.818066404706249,1.1988684889024006,97022,73609,-13.842826843261719,-15.30759334564209,-12.313047409057617
2019-02-28T00:00:00.000Z,-18.27181053161621,-6.513895034790039,-13.541558979241117,1.1747163248112884,97022,73609,-13.555779457092285,-15.025253295898438,-12.073591232299805
2019-03-06T00:00:00.000Z,-17.925426483154297,-6.910300254821777,-13.503460559699151,1.2070071816088344,97022,73609,-13.527704238891602,-15.046100616455078,-12.002549171447754
2019-03-12T00:00:00.000Z,-18.191844940185547,-7.022736549377441,-13.463946438719589,1.179600181877318,97022,73609,-13.46772289276123,-14.939019203186035,-12.014422416687012
2019-03-18T00:00:00.000Z,-18.2183837890625,-7.332010746002197,-13.685543751393785,1.2083171796715582,97022,73609,-13.695915222167969,-15.172989845275879,-12.217070579528809
2019-03-24T00:00:00.000Z,-17.76675796508789,-7.672684669494629,-13.201378896113965,1.091930816740936,97022,73609,-13.172630310058594,-14.597867012023926,-11.885870933532715
2019-03-30T00:00:00.000Z,-18.3558349609375,-7.512655735015869,-13.165621804940553,1.1064645155760986,97022,73609,-13.152494430541992,-14.617576599121094,-11.832533836364746
2019-04-05T00:00:00.000Z,-17.49293327331543,-7.4124579429626465,-13.115639668763917,1.104062078219814,97022,73609,-13.112269401550293,-14.510787010192871,-11.790732383728027
2019-04-11T00:00:00.000Z,-18.066238403320312,-7.012593746185303,-13.365858663026078,1.102983098690467,97022,73609,-13.334691047668457,-14.785330772399902,-12.059659004211426
2019-04-17T00:00:00.000Z,-16.77869987487793,-7.7985734939575195,-12.968606807999016,0.9087763832303812,97022,73609,-12.940666198730469,-14.102991104125977,-11.865008354187012
2019-04-23T00:00:00.000Z,-15.73841667175293,-5.059669017791748,-12.54765018779135,1.0632239189853339,97022,73609,-12.59477710723877,-13.820403099060059,-11.261017799377441
2019-04-29T00:00:00.000Z,-18.743093490600586,-8.294734001159668,-13.57579006739576,1.2456002052820625,97022,73609,-13.52672004699707,-15.138505935668945,-12.048218727111816
2019-05-05T00:00:00.000Z,-15.658470153808594,-5.565876007080078,-12.642838996065537,1.089196508717197,97022,73609,-12.672333717346191,-13.938469886779785,-11.416671752929688
2019-05-11T00:00:00.000Z,-15.677791595458984,-5.7769598960876465,-12.274990024863225,1.1372492411551558,97022,73609,-12.331903457641602,-13.660869598388672,-10.972018241882324
2019-05-17T00:00:00.000Z,-19.57158088684082,-8.983969688415527,-14.190297695805578,1.3818565192500678,97022,73609,-14.166035652160645,-15.965462684631348,-12.438118934631348
2019-05-23T00:00:00.000Z,-16.08875846862793,-5.206005573272705,-10.032817384207323,1.6590785702632764,97022,73609,-10.08615779876709,-12.069165229797363,-7.780641078948975
2019-05-29T00:00:00.000Z,-18.123767852783203,-8.004249572753906,-13.10030296575614,1.3012519426742424,97022,73609,-13.089192390441895,-14.800955772399902,-11.489813804626465
2019-06-04T00:00:00.000Z,-20.175125122070312,-7.580700874328613,-14.268081414838527,2.2385333321194714,97022,73609,-14.336596488952637,-17.171266555786133,-11.24720573425293
2019-06-10T00:00:00.000Z,-21.6855525970459,-5.812856197357178,-11.511086281608716,2.4232460435990046,97022,73609,-11.107987403869629,-14.96741771697998,-8.712350845336914
2019-06-16T00:00:00.000Z,-16.568218231201172,-4.653167724609375,-8.80946919903092,1.6578987061580848,97022,73609,-8.528341293334961,-11.03460693359375,-7.042328834533691
2019-06-22T00:00:00.000Z,-18.30295181274414,-4.406011581420898,-9.362986942126325,1.8397346395388148,97022,73609,-9.059391021728516,-11.559921264648438,-7.482696533203125
2019-06-28T00:00:00.000Z,-17.585140228271484,-4.591625213623047,-9.526096167173563,1.5787067351820065,97022,73609,-9.365232467651367,-11.582892417907715,-7.722294330596924
2019-07-04T00:00:00.000Z,-26.31969451904297,-5.191723823547363,-10.06852731088424,1.9519547234714503,97022,73609,-9.792793273925781,-12.350746154785156,-8.098938941955566
2019-07-10T00:00:00.000Z,-12.882330894470215,-5.74336576461792,-9.78395556125055,1.4111134240375827,97022,96015,-10.004263877868652,-11.590688705444336,-7.6749348640441895
2019-07-16T00:00:00.000Z,-21.30891990661621,-4.99412202835083,-10.94984226451243,1.768404273520277,97022,73609,-10.89565658569336,-13.065485954284668,-8.82444953918457
2019-07-22T00:00:00.000Z,-18.904495239257812,-5.547060966491699,-11.138793404748991,1.7341679609196443,97022,73609,-11.128215789794922,-13.227675437927246,-8.935234069824219
2019-07-28T00:00:00.000Z,-26.950471878051758,-6.002701282501221,-11.571112372876966,1.7929932009098564,97022,73609,-11.566107749938965,-13.655633926391602,-9.392698287963867
2019-08-03T00:00:00.000Z,-26.579345703125,-5.784083843231201,-11.660427778690662,1.944098938915662,97022,73609,-11.67094612121582,-13.834415435791016,-9.29190731048584
2019-08-09T00:00:00.000Z,-27.520740509033203,-6.034614562988281,-12.38430152456492,2.1165557880970485,97022,73609,-12.442205429077148,-14.711058616638184,-9.7344331741333
2019-08-15T00:00:00.000Z,-25.208663940429688,-5.109394073486328,-10.621602712149803,1.582508327132239,97022,73609,-10.616097450256348,-12.128162384033203,-8.917587280273438
2019-08-21T00:00:00.000Z,-24.532018661499023,-4.805285453796387,-9.690371332757985,1.489681572365171,97022,73609,-9.583656311035156,-11.209357261657715,-8.115941047668457
2019-08-27T00:00:00.000Z,-19.855655670166016,-5.663553714752197,-11.253972159208724,1.7706386770461406,97022,73609,-11.27751350402832,-13.518050193786621,-8.958799362182617
2019-09-02T00:00:00.000Z,-27.016956329345703,-5.35831356048584,-9.538234070395951,1.7147159973626398,97022,73609,-9.36621379852295,-11.143346786499023,-7.894277572631836
2019-09-08T00:00:00.000Z,-24.171798706054688,-5.14683723449707,-10.170385739450277,1.4916856979825972,97022,73609,-10.112420082092285,-11.765517234802246,-8.522161483764648
2019-09-14T00:00:00.000Z,-16.855876922607422,-4.778969764709473,-9.253626611493184,1.4817398425400714,97022,73609,-9.048054695129395,-11.091360092163086,-7.643884181976318
2019-09-20T00:00:00.000Z,-24.19884490966797,-6.652495384216309,-13.084028110191378,1.6340509722479346,97022,73609,-13.120011329650879,-14.919197082519531,-11.162240028381348
2019-09-26T00:00:00.000Z,-25.84744644165039,-4.565856456756592,-10.1217420569287,1.5725158878437095,97022,73609,-10.018460273742676,-11.79053783416748,-8.422697067260742
2019-10-02T00:00:00.000Z,-24.30205535888672,-6.956035137176514,-13.67812883977634,1.5568328979888877,97022,73609,-13.685672760009766,-15.41288948059082,-11.934219360351562
2019-10-08T00:00:00.000Z,-19.473867416381836,-7.2229323387146,-12.640418610975834,1.288028453527186,97022,73609,-12.571532249450684,-14.160012245178223,-11.214739799499512
2019-10-14T00:00:00.000Z,-23.377168655395508,-6.88743782043457,-13.542115340487205,1.3631638167698825,97022,73609,-13.503862380981445,-14.950072288513184,-12.081238746643066
2019-10-20T00:00:00.000Z,-22.784029006958008,-6.775132656097412,-13.927272549770462,1.3729591838511896,97022,73609,-13.887782096862793,-15.36341667175293,-12.461567878723145
2019-10-26T00:00:00.000Z,-21.24452781677246,-6.9188947677612305,-13.963222150407894,1.3185054431705518,97022,73609,-13.967401504516602,-15.373559951782227,-12.5160493850708
2019-11-01T00:00:00.000Z,-19.549983978271484,-6.94577693939209,-14.317109446541219,1.3347003559801252,97022,73609,-14.347626686096191,-15.836831092834473,-12.848099708557129
2019-11-07T00:00:00.000Z,-19.200902938842773,-7.093926429748535,-13.963455461638048,1.2258352908165213,97022,73609,-13.990272521972656,-15.35236644744873,-12.583747863769531
2019-11-13T00:00:00.000Z,-19.889097213745117,-7.259757995605469,-14.541588801206906,1.3052693502276373,97022,73609,-14.562570571899414,-16.00422477722168,-13.012331008911133
2019-11-19T00:00:00.000Z,-19.060720443725586,-7.5230021476745605,-14.383746925842406,1.2607223498032112,97022,73609,-14.412626266479492,-15.821346282958984,-12.887859344482422
2019-11-25T00:00:00.000Z,-20.32491111755371,-7.626597881317139,-14.6338571325573,1.3133023653999323,97022,73609,-14.709455490112305,-16.08852767944336,-13.095624923706055
2019-12-01T00:00:00.000Z,-18.867847442626953,-6.990366458892822,-14.199570570100738,1.1960016644564853,97022,73609,-14.249833106994629,-15.597475051879883,-12.88234806060791
2019-12-07T00:00:00.000Z,-19.917221069335938,-7.622514247894287,-14.517575181350805,1.2524222563643355,97022,73609,-14.562567710876465,-15.950570106506348,-13.09115982055664
2019-12-13T00:00:00.000Z,-19.760465621948242,-7.274553298950195,-14.222329902673344,1.2139188044700566,97022,73609,-14.264570236206055,-15.548206329345703,-12.85490608215332
2019-12-19T00:00:00.000Z,-19.79050064086914,-6.984469413757324,-14.212972458081142,1.257825312201982,97022,73609,-14.215044975280762,-15.586424827575684,-12.837443351745605
2019-12-25T00:00:00.000Z,-19.562541961669922,-7.419382095336914,-14.389558534052314,1.222409603877172,97022,73609,-14.434706687927246,-15.744160652160645,-13.016420364379883
2019-12-31T00:00:00.000Z,-20.164443969726562,-7.123253345489502,-14.32219572852991,1.264221809316715,97022,73609,-14.366215705871582,-15.763777732849121,-12.921656608581543
2020-01-06T00:00:00.000Z,-19.438217163085938,-7.275713920593262,-13.968066282194561,1.2351547504111497,97022,73609,-13.99311351776123,-15.361222267150879,-12.597554206848145
2020-01-12T00:00:00.000Z,-19.9929256439209,-7.267421245574951,-14.172708025207983,1.281243713499596,97022,73609,-14.203947067260742,-15.635188102722168,-12.747330665588379
2020-01-18T00:00:00.000Z,-19.82018280029297,-7.493768215179443,-14.003720566356016,1.2754314390127148,97022,73609,-14.001836776733398,-15.536938667297363,-12.568743705749512
2020-01-24T00:00:00.000Z,-19.627986907958984,-7.196866989135742,-14.089096592852773,1.2816757916382748,97022,73609,-14.082893371582031,-15.570198059082031,-12.676726341247559
2020-01-30T00:00:00.000Z,-19.60790252685547,-7.530742168426514,-14.092174219218473,1.2426553185882787,97022,73609,-14.098207473754883,-15.529458999633789,-12.71949291229248
2020-02-05T00:00:00.000Z,-20.965547561645508,-7.086793422698975,-14.200048320689502,1.3509211008086057,97022,73609,-14.190689086914062,-15.788269996643066,-12.700647354125977
2020-02-11T00:00:00.000Z,-19.942424774169922,-7.598986625671387,-14.172185031666949,1.254156483089768,97022,73609,-14.183396339416504,-15.619561195373535,-12.756136894226074
2020-02-17T00:00:00.000Z,-20.500288009643555,-7.6982245445251465,-14.29461508270152,1.3365946142348073,97022,73609,-14.27811050415039,-15.8640775680542,-12.811471939086914
2020-02-23T00:00:00.000Z,-19.61060905456543,-7.130940914154053,-14.148858453036661,1.313258065882279,97022,73609,-14.115264892578125,-15.721532821655273,-12.677679061889648
2020-02-29T00:00:00.000Z,-20.72068977355957,-7.050261497497559,-14.147972537457711,1.4289849192018234,97022,73609,-14.06348705291748,-15.878227233886719,-12.568869590759277
2020-03-06T00:00:00.000Z,-20.339996337890625,-7.527530193328857,-14.286201298661986,1.3338597527092892,97022,73609,-14.272822380065918,-15.84067440032959,-12.812958717346191
2020-03-12T00:00:00.000Z,-20.705596923828125,-6.912886619567871,-14.224354565894629,1.4298951908743778,97022,73609,-14.146432876586914,-15.965959548950195,-12.663884162902832
2020-03-18T00:00:00.000Z,-20.3687744140625,-7.401317596435547,-14.051453070664422,1.3942091395448837,97022,73609,-14.004911422729492,-15.74906063079834,-12.527290344238281
2020-03-24T00:00:00.000Z,-20.12164878845215,-7.589339256286621,-14.195322133544437,1.3400251597122272,97022,73609,-14.199832916259766,-15.759410858154297,-12.681364059448242
2020-03-30T00:00:00.000Z,-20.189006805419922,-7.711428642272949,-14.250709212473494,1.3350493014145897,97022,73609,-14.215410232543945,-15.817378997802734,-12.757962226867676
2020-04-05T00:00:00.000Z,-20.565210342407227,-7.626158237457275,-14.219347623107994,1.3887464409856878,97022,73609,-14.208806037902832,-15.871681213378906,-12.674223899841309
2020-04-11T00:00:00.000Z,-19.777170181274414,-7.787040710449219,-14.081769446054139,1.3740227861907939,97022,73609,-14.06921100616455,-15.73031234741211,-12.532553672790527
2020-04-17T00:00:00.000Z,-19.45259666442871,-7.855072498321533,-14.385788083193564,1.278006749804418,97022,73609,-14.459807395935059,-15.86868667602539,-12.900391578674316
2020-04-23T00:00:00.000Z,-19.157499313354492,-7.752400875091553,-13.967328408616444,1.2515827568468216,97022,73609,-14.003035545349121,-15.404109001159668,-12.53958797454834
2020-04-29T00:00:00.000Z,-17.255962371826172,-7.037742614746094,-13.61648919398763,1.277056885110311,97022,73609,-13.714088439941406,-15.186378479003906,-11.932855606079102
2020-05-05T00:00:00.000Z,-16.863140106201172,-6.822070598602295,-12.411954364064623,1.0801532865988304,97022,73609,-12.376379013061523,-13.758687973022461,-11.169224739074707
2020-05-11T00:00:00.000Z,-19.613101959228516,-7.357522964477539,-12.654805152148292,1.4380981568912734,97022,73609,-12.478142738342285,-14.038039207458496,-11.20586109161377
2020-05-17T00:00:00.000Z,-17.613697052001953,-7.164825439453125,-12.02922471770311,1.0691543364898441,97022,73609,-12.093344688415527,-13.223058700561523,-10.753681182861328
2020-05-23T00:00:00.000Z,-20.43531608581543,-6.601089954376221,-13.328478993270984,2.6365332842975904,97022,73609,-13.104788780212402,-17.14838409423828,-9.921045303344727
2020-05-29T00:00:00.000Z,-25.690725326538086,-4.652028560638428,-9.30116869148415,2.1150935497621366,97022,73609,-8.831891059875488,-11.89671802520752,-7.350425720214844
2020-06-04T00:00:00.000Z,-19.7185001373291,-4.212593078613281,-8.552444327276234,1.7933244221171347,97022,73609,-8.176932334899902,-10.747081756591797,-6.796358108520508
2020-06-10T00:00:00.000Z,-18.109031677246094,-4.436530590057373,-8.784460062637121,1.5717584160408167,97022,73609,-8.509063720703125,-10.79136848449707,-7.134922027587891
2020-06-16T00:00:00.000Z,-23.343656539916992,-4.252871990203857,-8.756572638359193,1.5407471677734146,97022,73609,-8.51075267791748,-10.640374183654785,-7.176983833312988
2020-06-22T00:00:00.000Z,-20.925445556640625,-4.726880073547363,-9.722084434509135,1.6871139543600628,97022,73609,-9.509523391723633,-11.764250755310059,-7.96218204498291
2020-06-28T00:00:00.000Z,-19.901575088500977,-4.807763576507568,-10.20689341727957,1.6744852218052384,97022,73609,-10.042289733886719,-12.237494468688965,-8.371240615844727
2020-07-04T00:00:00.000Z,-24.677228927612305,-4.97583532333374,-10.168452154142495,1.7006577210376006,97022,73609,-10.031989097595215,-11.99565601348877,-8.358750343322754
2020-07-10T00:00:00.000Z,-18.548355102539062,-4.571197509765625,-10.047633934188019,1.5661498178762012,97022,73609,-9.97301959991455,-11.853440284729004,-8.24828052520752
2020-07-16T00:00:00.000Z,-20.853940963745117,-5.449594497680664,-11.075722795434352,1.7377320042436621,97022,73609,-11.038780212402344,-13.196036338806152,-9.026487350463867
2020-07-22T00:00:00.000Z,-26.576824188232422,-4.289806365966797,-9.907706759717598,1.9579375384525155,97022,73609,-9.671764373779297,-11.583595275878906,-8.09842300415039
2020-07-28T00:00:00.000Z,-22.824819564819336,-5.632064342498779,-10.90280021700798,1.7493702836973,97022,73609,-10.797237396240234,-13.036499977111816,-8.878280639648438
2020-08-03T00:00:00.000Z,-27.228055953979492,-5.885532379150391,-11.622042631362625,2.0820364803395,97022,73609,-11.58798599243164,-13.942928314208984,-9.207510948181152
2020-08-09T00:00:00.000Z,-25.519237518310547,-5.7553606033325195,-11.262898064339929,1.820851346629019,97022,73609,-11.193999290466309,-13.425240516662598,-9.12352466583252
2020-08-15T00:00:00.000Z,-18.413362503051758,-2.4705097675323486,-8.106120979211095,1.9478868986121483,97022,73609,-7.725603103637695,-10.490030288696289,-6.237958908081055
2020-08-21T00:00:00.000Z,-24.64808464050293,-4.8282151222229,-9.300657264986665,1.7567738376145783,97022,73609,-9.042470932006836,-11.159343719482422,-7.604033946990967
2020-08-27T00:00:00.000Z,-19.438217163085938,-4.37624454498291,-9.783817851863638,1.5404468759262084,97022,73609,-9.661284446716309,-11.50733470916748,-8.12585735321045
2020-09-02T00:00:00.000Z,-21.11738395690918,-4.865617275238037,-9.872289458450656,1.6562895375990152,97022,73609,-9.69692325592041,-11.717744827270508,-8.143292427062988
2020-09-02T00:00:00.000Z,-21.11738395690918,-4.865617275238037,-9.872289458450656,1.6562895375990152,97022,73609,-9.69692325592041,-11.717744827270508,-8.143292427062988
2020-09-08T00:00:00.000Z,-25.790218353271484,-4.468545436859131,-9.895061834280206,1.8988818017530769,97022,73609,-9.559301376342773,-12.354087829589844,-7.927804946899414
2020-09-14T00:00:00.000Z,-23.81085777282715,-4.94614839553833,-9.623075441543675,1.6510205720660969,97022,73609,-9.449179649353027,-11.415182113647461,-7.925054550170898
2020-09-20T00:00:00.000Z,-27.2830867767334,-4.918294429779053,-9.413942299052971,1.7885264945942827,97022,73609,-9.217016220092773,-11.22233772277832,-7.681386470794678
2020-09-26T00:00:00.000Z,-25.719926834106445,-6.848979473114014,-14.154162302706764,1.5398575929742069,97022,73609,-14.204834938049316,-15.894705772399902,-12.455750465393066
2020-10-02T00:00:00.000Z,-25.772035598754883,-5.997890949249268,-11.542442378069907,1.6172737517596711,97022,73609,-11.438904762268066,-13.40531063079834,-9.768406867980957
2020-10-08T00:00:00.000Z,-25.97997283935547,-4.890873432159424,-12.202789641524427,2.119483508425804,97022,73609,-12.095304489135742,-14.581680297851562,-9.736776351928711
2020-10-14T00:00:00.000Z,-24.781240463256836,-6.289672374725342,-13.191936355121332,1.7016151867684637,97022,73609,-13.06320858001709,-14.921453475952148,-11.490835189819336
2020-10-20T00:00:00.000Z,-23.896337509155273,-6.19384765625,-14.694302627187184,1.724840172681881,97022,73609,-14.74457836151123,-16.412342071533203,-12.781576156616211
2020-10-26T00:00:00.000Z,-23.52995491027832,-6.0979228019714355,-14.925835095796854,1.8369318707122744,97022,73609,-15.064611434936523,-16.758398056030273,-12.916245460510254
2020-11-01T00:00:00.000Z,-22.741498947143555,-6.74899959564209,-15.480760016303035,1.765339772801296,97022,73609,-15.676536560058594,-17.24964714050293,-13.406669616699219
2020-11-07T00:00:00.000Z,-24.71747589111328,-6.84715461730957,-15.49293013773378,1.7157460854762046,97022,73609,-15.681297302246094,-17.212955474853516,-13.486817359924316
2020-11-13T00:00:00.000Z,-21.859113693237305,-6.1057586669921875,-11.983353099396167,1.808012730547628,97022,73609,-11.827393531799316,-14.315227508544922,-9.87873649597168
2020-11-19T00:00:00.000Z,-20.264612197875977,-6.295019626617432,-14.464211412075505,1.5179628395672624,97022,73609,-14.569140434265137,-16.06418800354004,-12.657094955444336
2020-11-25T00:00:00.000Z,-20.3612060546875,-8.008625030517578,-14.91358666286992,1.403940307949683,97022,73609,-14.926687240600586,-16.525691986083984,-13.32430648803711
2020-12-01T00:00:00.000Z,-19.159320831298828,-7.269723415374756,-14.363769544630673,1.2515043280123717,97022,73609,-14.39178466796875,-15.813663482666016,-12.966133117675781
2020-12-07T00:00:00.000Z,-18.990737915039062,-8.259293556213379,-14.710019446700354,1.2145684760018762,97022,73609,-14.74499797821045,-16.120182037353516,-13.331583976745605
2020-12-13T00:00:00.000Z,-19.51115608215332,-8.330424308776855,-14.520754916427801,1.247703009230849,97022,73609,-14.499815940856934,-15.991715431213379,-13.113973617553711
2020-12-19T00:00:00.000Z,-18.59687042236328,-8.100236892700195,-14.341479012169186,1.1459168965422202,97022,73609,-14.344937324523926,-15.654841423034668,-13.035247802734375
